"DocumentName"|"Venice Invoice No"|"AAX Customer ID"|"Bill document number"|"Service Country"|"Invoice Issue Date"|"Billing Period from"|"Billing Period to"|"Sales Partner ID"|"Payment Reference"|"Total Net"|"Total Gross"|"Currency"
"I21009765.pdf"|"BE21_209764"|"1035261"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009766.pdf"|"BE21_209765"|"1035281"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009768.pdf"|"BE21_209767"|"1035339"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009771.pdf"|"BE21_209770"|"1035448"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009774.pdf"|"BE21_209773"|"1035513"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009784.pdf"|"BE21_209783"|"1036202"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009788.pdf"|"BE21_209787"|"1037514"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|14,64|17,71|"EUR"
"I21009789.pdf"|"BE21_209788"|"1037622"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009790.pdf"|"BE21_209789"|"1037625"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009794.pdf"|"BE21_209793"|"1038158"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009795.pdf"|"BE21_209794"|"1038227"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
