"DocumentName"|"Venice Invoice No"|"AAX Customer ID"|"Bill document number"|"Service Country"|"Invoice Issue Date"|"Billing Period from"|"Billing Period to"|"Sales Partner ID"|"Payment Reference"|"Total Net"|"Total Gross"|"Currency"
"I21009460.pdf"|"BE21_209459"|"1018775"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|81,90|99,10|"EUR"
"I21009462.pdf"|"BE21_209461"|"1018893"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009467.pdf"|"BE21_209466"|"1018980"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009469.pdf"|"BE21_209468"|"1019020"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009471.pdf"|"BE21_209470"|"1019093"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|46,80|56,63|"EUR"
"I21009476.pdf"|"BE21_209475"|"1019243"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009483.pdf"|"BE21_209482"|"1019511"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009496.pdf"|"BE21_209495"|"1020218"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009497.pdf"|"BE21_209496"|"1020227"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009500.pdf"|"BE21_209499"|"1020334"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|128,70|155,73|"EUR"
"I21009504.pdf"|"BE21_209503"|"1020551"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009506.pdf"|"BE21_209505"|"1020602"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009507.pdf"|"BE21_209506"|"1020712"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009510.pdf"|"BE21_209509"|"1020833"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009514.pdf"|"BE21_209513"|"1020937"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009515.pdf"|"BE21_209514"|"1020982"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|46,80|56,63|"EUR"
"I21009516.pdf"|"BE21_209515"|"1021112"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009518.pdf"|"BE21_209517"|"1021234"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009519.pdf"|"BE21_209518"|"1021301"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009520.pdf"|"BE21_209519"|"1021308"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009526.pdf"|"BE21_209525"|"1021535"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009528.pdf"|"BE21_209527"|"1021627"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009534.pdf"|"BE21_209533"|"1022500"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|140,40|169,88|"EUR"
"I21009537.pdf"|"BE21_209536"|"1022568"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009538.pdf"|"BE21_209537"|"1022628"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009544.pdf"|"BE21_209543"|"1022888"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|93,60|113,26|"EUR"
"I21009546.pdf"|"BE21_209545"|"1022913"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|38,04|46,03|"EUR"
"I21009553.pdf"|"BE21_209552"|"1023347"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|46,80|56,63|"EUR"
"I21009556.pdf"|"BE21_209555"|"1023487"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009557.pdf"|"BE21_209556"|"1023573"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009569.pdf"|"BE21_209568"|"1024097"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009571.pdf"|"BE21_209570"|"1024255"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009573.pdf"|"BE21_209572"|"1024407"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009578.pdf"|"BE21_209577"|"1024584"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009580.pdf"|"BE21_209579"|"1024766"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009582.pdf"|"BE21_209581"|"1024789"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009584.pdf"|"BE21_209583"|"1024895"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009585.pdf"|"BE21_209584"|"1024928"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009586.pdf"|"BE21_209585"|"1024948"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009589.pdf"|"BE21_209588"|"1025028"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009591.pdf"|"BE21_209590"|"1025118"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009594.pdf"|"BE21_209593"|"1025217"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009595.pdf"|"BE21_209594"|"1025237"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009601.pdf"|"BE21_209600"|"1025737"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009603.pdf"|"BE21_209602"|"1025794"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009604.pdf"|"BE21_209603"|"1025848"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009605.pdf"|"BE21_209604"|"1025865"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009609.pdf"|"BE21_209608"|"1026018"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009610.pdf"|"BE21_209609"|"1026019"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009615.pdf"|"BE21_209614"|"1026116"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009616.pdf"|"BE21_209615"|"1026125"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009617.pdf"|"BE21_209616"|"1026138"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009621.pdf"|"BE21_209620"|"1026380"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009622.pdf"|"BE21_209621"|"1026476"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|38,04|46,03|"EUR"
"I21009625.pdf"|"BE21_209624"|"1026563"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009627.pdf"|"BE21_209626"|"1026640"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009632.pdf"|"BE21_209631"|"1027056"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|46,80|56,63|"EUR"
"I21009633.pdf"|"BE21_209632"|"1027134"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009635.pdf"|"BE21_209634"|"1027222"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009637.pdf"|"BE21_209636"|"1027253"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|73,14|88,50|"EUR"
"I21009638.pdf"|"BE21_209637"|"1027300"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|46,80|56,63|"EUR"
"I21009640.pdf"|"BE21_209639"|"1027383"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009643.pdf"|"BE21_209642"|"1027477"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009644.pdf"|"BE21_209643"|"1027605"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009645.pdf"|"BE21_209644"|"1027624"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009655.pdf"|"BE21_209654"|"1028207"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|58,50|70,79|"EUR"
"I21009656.pdf"|"BE21_209655"|"1028294"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009659.pdf"|"BE21_209658"|"1028369"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|81,90|99,10|"EUR"
"I21009663.pdf"|"BE21_209662"|"1028484"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|14,64|17,71|"EUR"
"I21009664.pdf"|"BE21_209663"|"1028634"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|58,50|70,79|"EUR"
"I21009666.pdf"|"BE21_209665"|"1029104"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009668.pdf"|"BE21_209667"|"1029249"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009670.pdf"|"BE21_209669"|"1029385"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009673.pdf"|"BE21_209672"|"1029591"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|46,80|56,63|"EUR"
"I21009674.pdf"|"BE21_209673"|"1029745"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009680.pdf"|"BE21_209679"|"1030072"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009681.pdf"|"BE21_209680"|"1030089"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009684.pdf"|"BE21_209683"|"1030250"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009688.pdf"|"BE21_209687"|"1030556"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009691.pdf"|"BE21_209690"|"1030760"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009694.pdf"|"BE21_209693"|"1031053"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|26,34|31,87|"EUR"
"I21009695.pdf"|"BE21_209694"|"1031240"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009696.pdf"|"BE21_209695"|"1031320"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009697.pdf"|"BE21_209696"|"1031451"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|55,68|67,37|"EUR"
"I21009698.pdf"|"BE21_209697"|"1031458"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009700.pdf"|"BE21_209699"|"1031767"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009705.pdf"|"BE21_209704"|"1032143"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|29,28|35,43|"EUR"
"I21009706.pdf"|"BE21_209705"|"1032169"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|52,68|63,74|"EUR"
"I21009707.pdf"|"BE21_209706"|"1032260"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009709.pdf"|"BE21_209708"|"1032337"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009710.pdf"|"BE21_209709"|"1032384"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009712.pdf"|"BE21_209711"|"1032427"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009716.pdf"|"BE21_209715"|"1032563"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009718.pdf"|"BE21_209717"|"1032594"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009719.pdf"|"BE21_209718"|"1032630"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009721.pdf"|"BE21_209720"|"1032800"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|184,32|223,03|"EUR"
"I21009723.pdf"|"BE21_209722"|"1032872"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009724.pdf"|"BE21_209723"|"1032912"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009726.pdf"|"BE21_209725"|"1032952"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009727.pdf"|"BE21_209726"|"1032962"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009729.pdf"|"BE21_209728"|"1033012"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009730.pdf"|"BE21_209729"|"1033061"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009731.pdf"|"BE21_209730"|"1033099"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009734.pdf"|"BE21_209733"|"1033531"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009736.pdf"|"BE21_209735"|"1033790"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|35,10|42,47|"EUR"
"I21009738.pdf"|"BE21_209737"|"1033869"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009740.pdf"|"BE21_209739"|"1033991"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009744.pdf"|"BE21_209743"|"1034187"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009747.pdf"|"BE21_209746"|"1034395"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
"I21009756.pdf"|"BE21_209755"|"1034777"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|23,40|28,31|"EUR"
"I21009761.pdf"|"BE21_209760"|"1035021"|"313396086"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002127"|"313396086BE"|11,70|14,16|"EUR"
